Geneid	RNA_1196Y_1	RNA_1196Y_2	RNA_1199Y_1	RNA_1199Y_2	1196Y_1	1196Y_2	1199Y_1	1199Y_2
Os01g0915600	734	897	304	586	85	77	20	52
Os01g0915666	0	0	0	0	0	0	0	0
Os01g0915732	0	0	0	0	0	0	0	0
Os01g0915800	305	291	256	321	151	188	218	121
Os01g0915900	0	0	0	0	2	0	0	0
Os01g0916000	0	0	0	0	0	0	0	0
Os01g0916100	0	0	2	0	0	0	0	0
Os01g0916200	831	921	579	704	521	461	646	634
Os01g0916300	508	500	373	455	121	233	166	125
Os01g0916350	0	0	0	0	0	2	0	0
Os01g0916400	0	0	0	0	0	0	0	0
Os01g0916600	3575	4138	3750	3861	701	636	1277	690
Os01g0916700	98	113	153	132	3	31	2	13
Os01g0916800	1295	1505	1086	1266	594	555	695	851
Os01g0916950	1	0	0	1	0	0	0	0
Os01g0917100	0	0	0	0	0	0	0	0
Os01g0917200	173	111	105	109	43	0	2	79
Os01g0917300	166	153	91	109	23	75	0	106
Os01g0917400	977	840	778	1131	60	40	107	37
Os01g0917500	129	159	55	105	76	107	57	143
Os01g0917700	0	0	0	0	0	0	0	0
Os01g0917801	0	0	0	0	0	0	0	0
Os01g0917900	0	0	0	0	0	0	0	2
Os01g0918100	164	174	78	171	31	107	32	38
Os01g0918200	140	148	125	129	49	41	164	101
Os01g0918300	4503	4556	2670	2268	1705	1878	3155	1765
Os01g0918400	13	20	5	0	1	6	0	0
Os01g0918500	84	95	89	99	69	122	69	1
ENSRNA049441259	0	0	0	0	0	0	0	0
Os01g0919100	10	0	1	0	0	0	16	0
Os01g0919150	0	0	0	0	0	0	0	0
Os01g0919200	3	0	2	0	0	0	0	0
Os01g0919400	406	263	184	329	132	129	223	188
Os01g0919500	285	308	224	210	145	177	320	248
Os01g0919600	2242	1659	2084	2989	293	106	282	224
Os01g0919700	865	779	1075	1208	84	72	324	295
Os01g0919800	757	806	1191	367	122	134	570	416
Os01g0919900	958	1027	1116	952	11	14	6	115
Os01g0919950	0	0	0	0	0	0	0	0
Os01g0920000	279	251	237	247	36	31	70	73
Os01g0920100	880	1090	1356	1640	541	591	878	838
Os01g0920200	434	542	422	436	81	59	123	0
Os01g0920300	5831	7367	5764	3959	1052	1099	1360	1276
Os01g0920400	1036	1037	826	830	428	355	373	575
Os01g0920700	0	0	0	0	6	0	2	17
Os01g0920450	0	0	0	0	0	0	0	0
Os01g0920500	0	0	0	0	0	0	0	0
Os01g0920800	0	0	0	0	0	0	0	4
Os01g0921000	9	11	2	14	1	0	8	0
Os01g0921100	13	10	9	28	0	15	0	0
Os01g0921200	587	671	534	509	212	76	322	376
Os01g0921300	173	219	208	308	21	38	79	62
Os01g0921400	63	101	63	105	0	0	31	0
Os01g0921450	0	0	0	0	0	0	0	0
Os01g0921500	0	7	2	0	0	0	4	0
Os01g0921550	0	0	0	0	0	0	0	0
Os01g0921600	1359	1526	1131	1187	50	108	204	131
Os01g0921800	360	378	710	812	32	7	123	86
Os01g0922000	214	278	197	183	22	2	35	17
Os01g0922100	0	0	0	0	0	0	0	0
Os01g0922350	0	0	0	0	0	0	0	0
Os01g0922600	244	316	409	421	89	115	130	76
Os01g0922700	2589	2720	4692	3094	360	307	689	969
Os01g0922800	876	744	767	878	188	198	240	78
Os01g0923000	59	45	168	348	0	0	81	0
Os01g0923200	0	0	0	0	0	1	0	0
Os01g0923300	1048	1078	1026	1236	141	76	293	163
Os01g0923400	0	0	0	1	0	0	2	0
Os01g0923600	498	550	443	547	136	182	485	192
Os01g0923700	1608	1514	1543	1984	1400	1616	2466	1972
Os01g0923750	0	0	0	0	0	0	0	0
Os01g0923800	3	1	4	8	0	5	1	1
Os01g0923900	500	493	515	564	12	41	187	49
Os01g0923950	0	2	0	0	0	0	0	0
Os01g0924000	3659	3991	3678	3133	846	892	1200	362
Os01g0924200	24	40	95	92	1	0	45	95
Os01g0924300	404	678	658	543	201	164	563	217
Os01g0924400	722	715	1253	1314	0	46	24	15
Os01g0924600	1001	1052	823	1050	286	147	223	312
Os01g0924700	0	0	0	0	0	0	0	0
Os01g0924800	375	523	486	409	22	45	162	81
Os01g0924900	1193	1111	1078	1058	373	437	633	630
Os01g0924933	4	2	0	0	0	0	0	0
Os01g0924966	2	12	4	2	0	0	0	0
Os01g0925000	775	913	732	697	84	188	190	327
Os01g0925100	152	172	65	70	1	2	0	3
Os01g0925200	428	464	408	487	40	68	76	7
Os01g0925300	42	12	0	21	0	0	0	0
Os01g0925400	280	274	236	179	20	0	52	0
Os01g0925600	0	0	0	1	0	0	0	0
Os01g0925700	707	1069	255	243	89	124	179	129
Os01g0925800	392	411	267	275	115	83	109	13
Os01g0926200	181	179	128	147	52	2	27	42
Os01g0926300	1	5	1	4	0	0	0	0
Os01g0926350	0	0	0	0	0	0	0	0
Os01g0926400	3	4	3	7	0	0	0	0
Os01g0926450	0	0	0	0	0	0	0	0
Os01g0926600	457	275	127	358	92	144	40	76
Os01g0926700	20	35	24	17	14	25	0	66
Os01g0926800	576	694	434	281	60	82	168	72
Os01g0927000	99	153	151	118	48	58	86	27
Os01g0927300	161	93	81	493	0	0	0	0
Os01g0927400	103	64	73	105	0	85	18	88
Os01g0927500	108	123	76	46	17	0	86	49
Os01g0927600	5220	4660	3857	4551	1340	1937	3441	2961
Os01g0927900	283	255	219	282	71	131	76	94
Os01g0927950	0	0	0	0	0	0	0	0
Os01g0928000	300	190	255	220	301	299	481	471
Os01g0928100	609	525	338	446	91	115	161	96
Os01g0928200	0	0	0	0	0	0	0	0
Os01g0928300	243	253	169	174	27	21	46	19
Os01g0928400	0	1	0	3	2	1	0	2
Os01g0928600	0	0	0	0	0	0	6	57
Os01g0928700	0	0	0	0	0	0	0	0
Os01g0928800	440	526	528	561	244	248	391	434
Os01g0929000	16	21	8	8	12	8	8	6
Os01g0929100	8647	7962	7899	7944	3857	4661	5775	3276
Os01g0929200	13	19	26	23	13	0	8	0
ENSRNA049441339	0	0	0	0	0	0	0	0
Os01g0929500	211	221	114	150	58	7	38	43
Os01g0929600	0	0	0	0	0	0	0	0
Os01g0929800	8	6	5	3	0	0	0	0
Os01g0929967	0	0	0	0	0	0	0	0
Os01g0930000	801	850	572	559	43	49	80	14
Os01g0930200	1034	1199	1047	1325	175	368	825	429
Os01g0930300	35	56	21	33	0	0	2	0
Os01g0930400	0	0	0	0	0	0	0	0
Os01g0930500	0	1	0	0	0	0	0	0
Os01g0930800	2823	3182	3039	2814	1229	1249	1610	1338
Os01g0930900	2	3	1	2	0	0	0	0
Os01g0930950	39	38	30	49	0	0	0	0
Os01g0931000	35	39	17	35	0	2	0	0
Os01g0931100	1291	1103	1501	2145	357	306	720	510
Os01g0931200	0	0	2	4	0	0	0	0
Os01g0931300	1145	1008	820	1037	434	263	626	257
Os01g0931400	193	295	270	277	167	92	180	56
Os01g0931600	0	0	0	0	0	0	0	0
Os01g0931700	0	0	0	0	0	0	0	0
Os01g0932000	0	0	1	0	0	0	0	6
Os01g0932500	0	0	0	0	2	0	0	2
Os01g0932525	0	0	0	0	0	0	0	0
Os01g0932550	546	511	499	446	33	0	8	0
Os01g0932600	701	813	540	768	366	190	546	458
Os01g0932650	0	0	0	0	0	0	0	0
Os01g0932700	0	0	0	0	0	0	0	0
Os01g0932950	0	0	0	0	0	0	0	0
Os01g0933075	72	69	114	107	0	0	10	18
Os01g0933200	1601	1806	799	917	89	55	64	38
Os01g0933400	4	1	2	5	0	0	0	0
Os01g0933500	62	91	35	26	239	55	70	150
Os01g0933600	824	664	431	659	54	109	26	0
Os01g0933900	29	50	18	18	0	26	135	21
Os01g0933950	0	0	0	0	0	0	0	0
Os01g0934000	520	499	367	413	85	139	141	197
Os01g0934100	238	314	187	2268	386	3519	7383	3052
Os01g0934200	204	228	150	208	10	73	93	8
Os01g0934300	754	903	897	859	162	252	428	612
Os01g0934350	0	7	6	11	0	2	2	0
Os01g0934400	12	21	17	17	0	0	26	0
Os01g0934500	0	6	158	137	0	0	0	36
Os01g0934600	0	0	0	0	0	0	0	0
Os01g0934700	0	0	0	0	0	0	0	0
Os01g0934800	1	318	35	32	7	0	0	0
Os01g0934900	21	43	17	8	0	0	0	0
ENSRNA049471632	0	0	1	0	24	66	8	29
ENSRNA049471650	0	0	0	0	25	0	0	37
Os01g0935000	0	0	0	0	18	0	0	38
Os01g0935050	0	0	0	0	0	0	0	0
Os01g0935200	0	0	0	1	0	0	0	0
Os01g0935300	61	104	90	67	12	0	21	4
Os01g0935350	0	0	0	0	0	0	0	0
Os01g0935400	18	29	19	54	13	26	2	8
Os01g0935450	0	0	0	0	0	0	0	0
Os01g0935500	317	331	226	282	56	85	247	309
Os01g0935600	1576	1977	1589	1223	390	336	391	139
Os01g0935700	589	1086	582	400	105	214	64	125
Os01g0935800	0	0	0	0	0	0	0	0
Os01g0935900	439	460	334	350	242	267	416	384
Os01g0936000	0	0	0	0	0	2	16	0
Os01g0936100	436	465	355	347	147	212	174	143
Os01g0936200	572	505	503	582	158	137	223	136
Os01g0936600	51	56	28	71	65	21	18	0
Os01g0936700	0	1	0	0	0	0	0	0
Os01g0936800	702	782	838	836	146	225	271	80
Os01g0936900	0	0	0	0	0	0	0	0
Os01g0936950	0	0	0	0	0	0	0	0
Os01g0937000	0	0	0	0	0	0	0	0
Os01g0937012	0	0	0	0	0	0	0	0
Os01g0937025	0	0	0	0	0	0	0	0
Os01g0937050	0	0	0	0	0	0	0	0
Os01g0937100	0	0	0	0	0	1	0	0
Os01g0937200	34	36	62	56	0	0	0	0
Os01g0937300	0	0	82	85	0	0	0	22
Os01g0937400	29	10	226	252	9	3	138	32
Os01g0937366	0	0	0	0	0	0	0	0
Os01g0937500	0	0	1	2	0	1	0	0
Os01g0937600	0	0	0	0	0	0	0	7
Os01g0937800	0	0	0	0	0	0	0	0
Os01g0937850	0	0	0	0	0	0	0	0
Os01g0937900	0	0	0	0	0	0	0	0
Os01g0938100	1014	1254	884	803	240	202	208	120
Os01g0938200	65	45	43	41	43	35	10	0
Os01g0938400	0	0	2	7	0	0	0	0
Os01g0938600	122	89	62	115	20	38	1	7
Os01g0938900	862	1014	793	875	494	655	838	521
Os01g0939000	39	81	47	33	12	42	10	0
Os01g0939100	20	27	3	18	9	11	0	20
Os01g0939200	55	77	61	72	3	13	72	3
Os01g0939300	0	1	0	1	0	0	0	24
Os01g0939400	230	240	186	155	30	23	59	44
Os01g0939500	63	119	92	80	57	57	41	74
Os01g0939600	61	101	97	132	1	6	0	6
Os01g0939700	1080	1070	624	672	434	480	366	182
Os01g0939800	0	0	0	0	0	0	0	0
Os01g0940000	558	892	396	246	488	307	483	400
Os01g0940100	493	542	83	22	101	67	39	0
Os01g0940600	915	1068	1011	807	110	84	183	166
Os01g0940700	12	65	8	12	109	100	231	470
Os01g0940800	26	53	34	27	11	0	35	0
Os01g0941200	0	0	0	3	0	0	2	0
Os01g0941500	0	0	0	0	0	0	0	0
Os01g0941800	0	6	0	0	0	0	0	0
Os01g0942200	0	0	17	6	0	0	0	2
Os01g0942300	0	0	0	0	0	0	0	0
Os01g0942900	1160	1321	468	469	71	188	76	153
Os01g0943000	1	0	0	1	0	0	0	0
Os01g0943100	0	0	0	0	0	0	0	0
Os01g0943400	0	0	0	0	0	0	0	0
Os01g0943700	0	0	0	0	0	0	0	0
Os01g0943800	386	433	154	159	27	2	17	0
Os01g0943900	2	3	0	1	0	0	0	0
Os01g0943950	0	0	0	0	0	0	0	0
Os01g0944000	1307	1211	585	692	6	0	2	0
Os01g0944100	93	124	7	5	4	2	0	1
Os01g0944200	8923	8020	3059	3581	170	216	118	185
Os01g0944500	0	0	0	0	0	0	0	0
Os01g0944700	2	2	0	9	5	0	0	0
Os01g0944800	0	0	1	0	15	0	0	0
Os01g0944900	43	43	8	24	11	0	22	1
Os01g0945001	325	405	196	138	50	43	243	67
Os01g0945100	0	0	0	0	0	0	0	0
Os01g0945150	0	0	1	0	0	0	0	0
Os01g0945200	0	2	1	1	0	0	0	0
Os01g0945250	0	1	3	0	0	0	0	0
Os01g0945300	387	450	407	335	0	0	0	3
Os01g0945400	0	0	0	0	0	0	0	0
Os01g0945600	0	0	0	0	0	0	0	0
Os01g0945666	0	0	0	0	0	0	0	0
Os01g0945650	0	0	0	0	0	0	0	0
Os01g0945700	0	0	0	0	0	0	0	0
Os01g0945800	1153	1477	1205	1186	532	646	778	602
Os01g0946100	0	0	1	1	0	0	0	0
Os01g0946200	172	157	84	91	61	51	22	27
Os01g0946300	2	2	4	3	0	0	2	0
Os01g0946500	0	0	0	3	0	0	0	0
Os01g0946550	1	0	0	0	0	0	0	0
Os01g0946600	0	2	0	0	0	0	0	0
Os01g0946700	0	0	0	0	0	0	0	0
Os01g0946850	2	2	1	1	0	0	0	1
Os01g0946800	0	0	0	0	0	8	0	0
Os01g0947000	0	0	0	0	0	0	0	0
Os01g0947500	0	0	0	1	0	0	0	0
Os01g0947700	175	224	110	104	13	30	54	11
Os01g0947767	0	0	0	0	0	0	0	0
Os01g0947800	3	1	2	1	0	0	0	0
Os01g0947833	2	5	0	2	0	0	0	0
Os01g0948100	337	413	343	262	5	48	139	140
Os01g0948200	904	561	1649	1120	4	84	144	38
Os01g0948300	1109	1258	932	1036	873	812	860	542
Os01g0948400	494	646	385	297	284	78	134	86
Os01g0948500	273	204	190	251	38	12	164	116
Os01g0948600	1481	1709	1095	1150	672	839	949	677
Os01g0948900	69	151	65	76	6	75	49	23
Os01g0949060	342	433	306	332	82	40	222	72
Os01g0949140	0	0	0	0	0	0	0	0
Os01g0949260	0	0	0	0	0	0	0	0
Os01g0949300	234	566	777	2606	47	119	581	151
Os01g0949400	450	481	399	333	27	118	84	55
Os01g0949500	363	312	370	835	8	94	179	73
Os01g0949700	47	234	5	2	13	0	26	0
Os01g0949750	69	205	24	7	71	39	0	0
Os01g0949800	0	48	0	0	20	0	0	0
Os01g0949900	0	169	1	0	37	7	0	0
Os01g0950000	0	4	0	7	9	0	0	0
Os01g0950200	0	0	0	0	0	0	0	0
Os01g0950300	0	0	0	0	0	0	0	0
Os01g0950700	5	2	6	0	0	0	0	0
Os01g0950800	260	265	187	170	77	2	106	72
Os01g0950833	2	12	3	5	0	0	0	0
Os01g0950866	0	0	0	0	0	0	0	0
Os01g0950900	104	127	66	79	7	1	8	0
Os01g0951000	1133	1140	1069	1338	198	179	366	168
Os01g0951100	0	2	0	23	0	3	0	0
Os01g0951200	1102	1569	819	825	1510	2019	777	787
Os01g0951400	173	151	149	191	65	34	30	23
Os01g0951500	77	127	83	73	50	2	65	6
Os01g0951800	0	0	0	0	0	0	0	0
Os01g0952000	0	0	0	4	0	0	0	0
Os01g0952100	1	0	0	23	0	0	0	0
Os01g0952200	940	1398	1197	1097	441	463	1025	666
Os01g0952300	784	757	630	775	127	147	304	213
Os01g0952500	1300	2330	1827	1201	166	39	245	219
Os01g0952600	1378	1496	1268	1355	839	687	1277	767
Os01g0952700	392	392	450	537	133	209	204	85
Os01g0952800	4	16	632	359	12	0	286	226
Os01g0952900	0	0	0	0	0	0	0	0
Os01g0953000	3	1	0	3	0	0	0	0
Os01g0953100	0	0	0	0	0	0	0	0
Os01g0953400	0	0	0	0	2	0	4	0
Os01g0953500	303	392	471	475	104	202	143	34
Os01g0953600	444	449	357	433	35	94	134	144
Os01g0953801	0	0	0	0	0	0	0	0
Os01g0954000	19	19	3	2	7	0	0	0
Os01g0954100	0	0	0	0	5	0	0	0
Os01g0954400	200	281	181	213	26	28	58	94
Os01g0954500	53	189	25	21	8	0	19	0
Os01g0954900	0	0	0	0	0	1	0	0
Os01g0955000	192	358	102	205	124	80	103	23
Os01g0955050	0	0	0	0	0	0	0	0
Os01g0955100	11	14	4	330	0	371	527	99
Os01g0955400	0	0	0	0	0	0	2	0
Os01g0955500	0	0	0	0	0	0	0	0
Os01g0955550	0	0	0	0	0	0	0	0
Os01g0955600	0	0	0	0	0	0	0	0
Os01g0955700	189	161	103	54	62	37	60	30
Os01g0956075	6	22	3	23	0	42	35	87
Os01g0956200	13	9	11	17	0	0	0	0
Os01g0956300	2	1	0	0	0	0	0	0
Os01g0956500	384	349	290	399	63	71	60	34
Os01g0956600	8	3	11	15	0	2	0	2
Os01g0956700	37	48	90	49	0	1	2	4
Os01g0956800	0	0	0	0	0	0	0	0
Os01g0957000	332	398	287	383	126	119	55	79
Os01g0957100	0	0	0	0	2	23	2	0
Os01g0957200	23	36	3	7	2	7	58	25
Os01g0957500	0	0	0	1	0	0	0	0
Os01g0957600	0	0	0	0	0	0	0	0
Os01g0957800	0	1	0	2	0	9	2	0
Os01g0957900	442	625	479	437	299	263	539	319
Os01g0958000	1099	982	1005	1241	273	144	369	267
Os01g0958100	2741	3615	2649	2264	1421	1148	1736	957
Os01g0958200	0	4	0	0	0	0	0	0
Os01g0958400	387	425	303	312	71	46	100	155
Os01g0958500	86	87	73	84	18	5	4	34
Os01g0958700	825	1052	709	674	229	433	454	327
Os01g0958800	213	247	217	308	89	52	105	86
Os01g0958900	108	117	81	87	0	1	8	11
Os01g0958950	0	0	0	0	0	0	0	0
Os01g0959000	941	1043	722	733	75	134	76	7
Os01g0959050	0	0	0	0	0	0	0	0
Os01g0959100	1	3	0	0	6	0	0	0
Os01g0959200	0	0	0	0	0	0	0	4
Os01g0959600	36	56	28	37	0	24	0	38
ENSRNA049441592	0	0	0	0	0	0	0	0
Os01g0959750	262	303	269	203	65	253	176	129
Os01g0959800	596	673	465	606	273	314	780	538
Os01g0959900	2900	2574	2537	2697	832	935	1440	646
Os01g0960000	285	309	241	194	44	37	147	182
ENSRNA049441421	0	0	0	0	0	0	0	0
Os01g0960200	17	16	12	14	2	0	0	62
Os01g0960300	2730	3834	2498	2008	816	1000	976	534
Os01g0960400	1874	2010	2638	2936	662	586	1875	1393
Os01g0960500	659	833	709	710	154	238	357	210
Os01g0960600	0	0	0	0	3	0	0	0
Os01g0960800	223	380	179	151	54	22	22	0
Os01g0960900	2	0	0	1	0	4	0	0
Os01g0961000	33	16	21	19	4	2	0	0
Os01g0961200	111	125	67	56	52	71	14	14
Os01g0961300	735	592	535	491	15	31	76	0
Os01g0961600	590	682	577	566	22	8	33	52
Os01g0962000	70	89	22	37	0	0	0	0
Os01g0962100	15	3	0	0	0	0	0	2
Os01g0962200	273	291	259	311	72	218	204	194
Os01g0962300	0	0	0	0	0	0	0	0
Os01g0962400	512	735	379	260	26	41	18	4
Os01g0962500	77	71	81	66	42	19	60	21
Os01g0962600	59	91	74	75	0	0	37	0
Os01g0962650	0	0	0	0	0	0	0	0
Os01g0962700	33	72	69	344	4	7	14	51
Os01g0962900	0	0	0	0	0	0	0	0
Os01g0963000	5	65	8	56	0	1	128	172
Os01g0963300	134	183	157	195	96	96	154	104
Os01g0963400	1375	1252	1480	1450	59	55	150	92
Os01g0963600	9618	10326	14466	1142	1960	1782	3340	1439
Os01g0963800	0	2	0	0	0	0	0	0
Os01g0964000	129	155	111	91	58	99	78	74
Os01g0964133	111	144	70	100	0	0	16	0
Os01g0964266	0	0	0	0	0	0	0	0
Os01g0964333	112	152	108	90	0	0	0	0
Os01g0964400	3	8	9	8	1	0	22	6
Os01g0964800	270	257	188	255	130	95	217	116
Os01g0964900	358	390	313	370	50	3	14	33
Os01g0965000	111	181	200	224	0	0	0	0
Os01g0965400	7	6	4	0	0	62	0	0
Os01g0965300	0	6	3	7	0	0	0	0
Os01g0965500	60	54	51	83	13	32	2	30
Os01g0965600	158	154	155	138	90	55	66	79
Os01g0965700	0	0	0	0	0	0	0	0
Os01g0965800	35	17	19	26	0	15	9	20
Os01g0965900	411	747	191	128	102	59	72	15
Os01g0966000	5073	5353	3752	4133	972	1130	1625	962
Os01g0966100	556	616	405	464	122	62	65	167
Os01g0966200	731	812	916	952	142	193	149	263
Os01g0966300	554	881	758	510	257	217	357	264
Os01g0966400	529	644	617	613	92	123	180	132
Os01g0966500	336	407	309	269	68	46	192	122
Os01g0966700	66	95	107	85	0	0	0	0
Os01g0966801	0	0	0	0	0	0	0	0
Os01g0966900	0	0	1	0	14	0	0	0
Os01g0967000	0	0	0	0	0	0	2	0
Os01g0967100	2199	2420	1828	2063	517	743	1038	789
Os01g0967200	25	10	21	56	0	2	0	0
Os01g0967400	0	0	0	0	1	0	0	2
Os01g0967600	0	0	0	0	0	0	2	0
Os01g0967700	0	0	0	0	23	2	2	2
Os01g0967800	32	37	41	33	77	74	120	108
Os01g0967900	441	588	390	327	892	1099	1544	761
Os01g0968000	402	477	362	349	109	156	84	54
Os01g0968100	0	0	0	0	0	0	0	0
Os01g0968200	0	0	0	0	0	0	0	0
Os01g0968300	0	0	0	0	0	0	0	0
Os01g0968350	0	0	0	0	0	0	0	0
Os01g0968400	0	0	0	0	5	0	2	0
Os01g0968500	0	0	0	0	0	0	0	0
Os01g0968601	0	0	0	0	0	0	0	0
Os01g0968600	236	302	237	191	17	5	23	27
Os01g0968700	574	560	405	370	36	24	63	36
Os01g0968800	0	0	0	0	0	0	0	0
Os01g0969000	270	341	200	155	0	9	23	0
Os01g0969100	81	65	33	27	5	39	84	0
Os01g0969200	240	267	203	288	54	110	50	151
Os01g0969400	0	0	0	0	0	0	0	0
Os01g0969700	2	9	11	18	0	0	0	0
Os01g0970400	784	810	618	598	242	235	248	261
Os01g0970600	2241	2207	1396	1305	347	370	336	231
Os01g0970700	4330	6877	3528	2048	4310	6973	5672	3366
Os01g0970900	458	587	344	337	253	202	137	222
Os01g0971000	0	0	0	0	0	0	0	0
Os01g0971100	389	588	313	350	177	179	179	181
Os01g0971200	2034	1916	1250	1301	296	460	613	413
Os01g0971400	0	0	0	4	0	0	0	1
Os01g0971500	270	247	226	271	81	121	81	114
Os01g0971600	167	211	88	124	2	23	18	20
Os01g0971700	608	704	612	611	115	105	237	228
Os01g0971800	6857	6646	5607	9350	456	558	1003	658
Os01g0971900	509	651	506	541	215	221	210	216
Os01g0972000	222	192	117	1625	31	299	391	123
Os01g0972200	1	30	12	7	0	0	2	0
Os01g0972300	0	0	0	3	17	3	4	2
Os01g0972800	0	0	0	0	2	0	0	0
Os01g0972900	1	6	2	3	0	9	0	0
Os01g0973000	22	30	3	10	18	37	18	2
Os01g0973100	346	253	113	80	0	24	4	0
Os01g0973150	0	0	0	0	0	0	0	0
Os01g0973200	59	104	43	25	30	36	12	2
Os01g0973300	617	658	376	399	108	319	209	237
Os01g0973400	2556	3784	2481	1675	869	532	622	504
Os01g0973500	11	8	2	10	2	0	28	0
Os01g0973550	0	0	0	0	0	0	0	0
Os01g0973600	165	224	176	210	19	11	127	23
ENSRNA049441495	0	0	0	0	0	0	0	0
Os01g0974000	602	672	562	695	92	73	230	129
Os01g0974100	9	14	6	7	3	0	0	0
Os01g0974200	1298	1233	900	919	57	161	111	144
Os01g0974300	542	590	485	555	171	308	335	322
Os01g0974400	337	311	535	622	40	21	32	25
Os01g0974500	102	57	51	73	54	57	45	0
Os01g0974600	0	3	0	1	1	0	0	0
Os01g0974701	61	45	28	49	0	0	0	0
Os01g0974800	360	396	251	314	32	359	754	490
Os01g0974900	16	12	14	1	0	0	0	0
Os01g0975000	3	7	12	2	0	35	18	0
Os01g0975300	306	179	1111	1856	0	10	27	40
Os01g0975800	0	0	0	0	0	0	2	0
Os01g0975900	2064	2948	1057	312	739	551	452	255
Os01g0976000	516	543	506	470	143	159	270	191
Os01g0976100	174	137	185	211	65	109	313	191
Os01g0976200	61	7	18	32	0	0	0	0
Os01g0976300	40	22	20	27	0	1	4	39
Os01g0976450	64	77	34	41	0	0	0	30
Os01g0976475	0	0	0	0	0	0	0	0
Os01g0976500	40	89	52	63	0	0	0	0
Os01g0976600	166	250	196	204	97	43	107	10
Os01g0976700	288	469	405	449	98	131	180	87
Os01g0976750	0	0	0	0	0	0	0	0
Os01g0976800	104	118	142	131	31	19	28	97
Os01g0976900	0	6	8	5	17	19	12	28
Os01g0976950	0	0	0	0	0	0	0	0
Os01g0977100	0	0	3	10	0	0	0	0
Os01g0977250	29	29	7	8	0	0	0	0
Os01g0977200	0	0	0	0	0	0	0	0
Os01g0977300	0	0	0	0	0	0	0	1
Os01g0977400	79	136	38	17	26	0	0	0
Os01g0977600	1709	2250	1750	1870	668	792	1289	1025
Os01g0977901	0	0	0	0	0	0	0	0
Os01g0978000	381	338	193	261	29	32	0	0
Os01g0978100	9300	10645	6883	6398	3674	4064	2193	1699
Os01g0978400	773	820	707	719	110	93	129	77
Os01g0978500	0	0	126	139	0	0	0	0
Os03g0100010	1	18	18	8	2	0	0	0
Os03g0100020	22	14	6	20	0	27	22	0
Os03g0100030	7946	6124	7154	8368	557	680	1064	1131
Os03g0100040	1116	1093	732	971	140	88	210	48
Os03g0100050	319	372	289	247	0	4	4	0
Os03g0100100	8	15	5	11	0	0	18	0
Os03g0100200	3669	3980	3525	2490	351	263	464	366
Os03g0100300	42	56	40	48	55	18	7	2
Os03g0100400	506	600	451	521	161	57	435	253
Os03g0100500	149	289	115	106	70	0	34	2
Os03g0100800	0	0	0	0	0	0	0	0
Os03g0100850	0	0	0	0	0	0	0	0
Os03g0100900	468	391	420	478	107	55	110	70
Os03g0101000	175	234	227	182	3	13	6	0
Os03g0101100	1178	1214	1037	1180	364	365	461	243
Os03g0101200	24	3	6	17	0	0	0	2
Os03g0101250	0	0	0	0	0	0	0	0
Os03g0101300	113	161	101	82	86	80	25	91
Os03g0101400	0	0	0	0	0	0	0	0
Os03g0101500	69	80	43	58	0	1	2	1
Os03g0101600	1256	1226	947	986	119	164	53	135
Os03g0101700	2467	2402	2912	1797	55	276	204	157
Os03g0101800	540	502	376	441	167	136	46	73
Os03g0101900	484	508	476	458	54	260	158	46
Os03g0102000	142	133	80	101	118	230	24	160
Os03g0102100	1859	1971	1774	1675	45	188	350	184
Os03g0102200	79	89	123	145	37	52	84	25
Os03g0102300	22	35	18	10	14	1	6	17
Os03g0102333	22	22	20	21	15	0	11	0
Os03g0102366	12	40	19	47	13	2	0	41
Os03g0102400	360	361	334	375	94	68	69	98
Os03g0102500	0	0	0	0	0	0	0	0
Os03g0102600	267	228	244	352	0	37	22	16
Os03g0102700	0	1	0	0	0	0	2	0
Os03g0102775	0	0	0	0	0	0	0	0
Os03g0103000	0	0	0	0	0	0	0	0
Os03g0103033	0	0	0	0	0	0	0	0
Os03g0103100	0	0	0	0	0	0	0	0
Os03g0103200	50	255	786	84	11	26	58	68
Os03g0103300	17	129	137	11	50	19	217	43
Os03g0103400	133	133	66	136	119	389	152	266
Os03g0103600	0	0	0	0	0	0	0	0
Os03g0103800	1315	1256	691	901	0	0	34	145
Os03g0103900	0	0	0	0	0	0	0	0
Os03g0103950	346	387	233	252	40	57	175	80
Os03g0104000	22	55	9	15	0	0	0	0
Os03g0104100	261	316	266	318	0	28	31	0
Os03g0104400	635	777	223	280	170	227	94	76
Os03g0104800	0	0	0	0	0	0	0	0
Os03g0104901	0	0	0	0	0	2	2	0
Os03g0105000	0	1	0	6	0	0	0	0
Os03g0105300	415	501	190	223	161	203	56	16
Os03g0105401	120	133	100	122	0	0	22	1
Os03g0105500	0	0	0	0	0	0	0	0
Os03g0105600	19	14	13	12	0	0	0	0
Os03g0105633	0	0	0	0	0	0	0	0
Os03g0105700	202	186	106	135	58	40	48	5
Os03g0105800	5	7	4	4	0	2	0	0
Os03g0106000	1610	2078	1219	1045	200	313	323	296
Os03g0106200	759	809	1188	1799	278	196	840	286
Os03g0106300	0	0	0	5	0	0	0	0
Os03g0106350	0	0	0	0	0	0	0	0
Os03g0106400	3	4	142	143	2	0	90	28
Os03g0106500	0	0	0	0	0	0	0	0
Os03g0106550	1	3	0	0	0	0	0	0
Os03g0106700	0	0	0	0	0	0	0	0
Os03g0106800	0	0	0	0	0	0	0	0
