Geneid	RNA_1196Y_1	RNA_1196Y_2	RNA_1199Y_1	RNA_1199Y_2	1196Y_1	1196Y_2	1199Y_1	1199Y_2
Os11g0166100	25	54	42	36	0	0	14	0
Os11g0166201	0	0	1	1	0	0	22	0
Os11g0166450	0	3	0	0	0	0	0	0
Os11g0166800	112	150	129	146	130	17	126	74
Os11g0167200	54	82	78	60	58	55	101	92
Os11g0167300	152	185	116	118	96	47	143	52
Os11g0167400	0	0	0	0	0	0	0	1
Os11g0167500	413	453	320	318	0	0	48	18
Os11g0167600	0	0	0	0	0	0	2	0
Os11g0167800	16428	16075	26240	33822	8685	7075	13891	9834
Os11g0168000	0	0	0	0	0	0	0	0
Os11g0168100	88	73	34	33	0	0	0	2
Os11g0168200	2353	3100	2712	2346	968	1215	1959	1582
Os11g0168250	0	0	0	0	0	0	0	0
Os11g0168300	625	678	672	711	368	273	494	316
Os11g0168500	0	7	1	0	0	0	0	0
Os11g0168600	45	38	40	52	9	13	0	44
Os11g0169100	341	377	208	211	198	159	303	294
Os11g0169200	0	0	0	0	0	0	0	0
Os11g0169266	0	0	0	0	0	0	0	0
Os11g0169400	0	0	0	1	15	11	14	1
ENSRNA049470054	0	0	0	0	21	20	1028	230
Os11g0169600	353	355	254	342	105	115	102	82
Os11g0169700	0	0	0	0	0	0	0	0
Os11g0169800	3	5	0	3	0	0	4	0
Os11g0169900	1998	2190	1402	1461	272	260	377	285
Os11g0170000	24	20	23	35	0	22	44	20
Os11g0170100	4	4	5	4	0	0	0	0
Os11g0170200	264	315	193	190	195	242	199	161
Os11g0170300	29	49	21	19	2	30	1	18
Os11g0170400	0	7	5	7	0	0	23	0
Os11g0170900	0	0	0	0	0	0	2	0
Os11g0171100	33	27	39	59	0	0	0	0
Os11g0171300	23823	22179	48550	31974	6572	7123	19321	8603
Os11g0171400	163	180	102	156	24	0	53	1
Os11g0171500	534	659	303	408	305	422	455	302
Os11g0171601	0	0	0	0	0	0	0	0
Os11g0171700	72	81	39	27	24	18	62	15
Os11g0171800	84	76	135	133	7	8	20	73
Os11g0172100	0	0	1	0	0	1	0	0
Os11g0172133	0	0	5	6	0	0	0	0
Os11g0172150	0	0	49	55	2	0	2	1
Os11g0172300	58	44	69	81	4	11	0	0
Os11g0172350	37	43	11	23	0	0	0	6
Os11g0172400	27	21	7	15	0	0	0	0
Os11g0173366	8	13	8	17	1	2	0	35
Os11g0173432	5	0	11	0	0	0	2	1
Os11g0173500	948	672	540	432	83	120	196	119
Os11g0173550	2	2	0	1	41	0	0	0
Os11g0173750	1	2	0	1	0	0	0	0
Os11g0173800	37	33	6	23	9	5	20	48
Os11g0173900	57	123	145	114	32	73	122	190
Os11g0174000	1119	1154	545	566	460	390	598	480
Os11g0175000	0	0	0	0	0	0	0	1
Os11g0175300	0	0	0	0	0	0	2	0
Os11g0175400	15	18	20	16	0	0	41	21
Os11g0175450	0	0	0	0	0	0	0	0
Os11g0175500	78	139	82	39	9	15	21	25
Os11g0175700	16	11	26	30	0	0	0	0
Os11g0175800	248	227	121	122	0	19	0	0
Os11g0175900	711	782	479	500	353	405	559	598
Os11g0176000	3	4	2	0	0	2	0	0
Os11g0176100	486	541	371	512	28	83	99	45
Os11g0176200	631	842	669	586	421	367	461	299
Os11g0176300	23	50	12	14	1	15	2	0
Os11g0177200	125	130	154	156	0	0	16	8
Os11g0177301	11	17	10	5	0	0	2	3
Os11g0177400	115	140	138	157	28	30	60	44
Os11g0177750	84	54	90	118	0	0	15	0
Os11g0178200	0	0	0	3	0	0	0	0
Os11g0178800	91	136	92	93	12	27	23	17
Os11g0179000	0	0	0	2	0	0	0	0
Os11g0179400	0	0	0	0	0	0	0	0
Os11g0179500	0	0	0	0	0	0	0	0
Os11g0179700	0	0	0	0	0	0	0	0
Os11g0180000	40	10	27	30	2	44	27	0
Os11g0180100	9	0	2	13	0	0	0	1
Os11g0180200	293	347	196	266	130	98	87	172
Os11g0180300	2	4	0	1	0	0	0	0
Os11g0180600	13	26	13	21	0	2	4	0
Os11g0180800	5	12	0	4	3	2	2	19
Os11g0180900	0	0	0	0	0	0	0	0
Os11g0181000	0	0	0	0	0	0	0	0
Os11g0181100	704	761	593	521	612	608	534	807
Os11g0181200	0	0	0	0	0	0	0	0
Os11g0181400	12	5	4	2	0	0	0	0
Os11g0181500	688	811	558	514	168	349	259	178
Os11g0181700	974	866	767	888	221	139	273	103
Os11g0181800	326	769	272	150	221	191	157	220
Os11g0181900	127	122	36	71	8	31	8	10
Os11g0182100	91	77	39	34	5	0	0	0
Os11g0182200	0	2	0	0	0	0	0	19
Os11g0182400	363	313	370	406	13	36	49	23
Os11g0182500	0	0	0	0	0	0	2	2
Os11g0182900	637	395	758	905	176	253	507	317
Os11g0183150	0	0	1	3	0	0	0	0
Os11g0183700	607	573	590	517	171	238	229	177
Os11g0183800	296	281	206	277	202	235	132	143
Os11g0183900	90	106	63	39	54	140	214	54
Os11g0184100	42	60	47	40	5	0	0	0
Os11g0184300	0	0	0	0	2	0	0	0
Os11g0184350	0	0	0	0	0	0	0	0
Os11g0184600	0	0	0	0	0	0	0	0
Os11g0184800	5	6	6	2	0	0	4	15
Os11g0184900	245	289	253	180	199	76	461	312
Os11g0185100	0	0	0	0	0	0	0	0
Os11g0185800	30	35	27	21	0	0	0	0
Os11g0186050	0	0	0	0	0	0	0	0
Os11g0186200	3963	4227	4736	4579	1364	1867	2890	2019
Os11g0186300	0	0	0	0	0	0	0	1
Os11g0186400	489	514	511	478	94	176	186	157
Os11g0186500	0	0	0	0	0	0	0	0
Os11g0186525	0	0	0	0	0	0	0	0
Os11g0186600	0	0	0	0	0	0	0	0
Os11g0186800	33	33	22	19	40	0	10	0
Os11g0186900	0	0	0	3	0	0	0	0
Os11g0187001	0	0	0	0	0	0	0	0
Os11g0187100	0	0	0	0	0	0	8	0
Os11g0187150	0	0	0	0	0	0	0	0
Os11g0187200	0	0	0	0	0	0	0	0
Os11g0187500	0	0	0	0	0	0	21	1
Os11g0187600	0	0	0	0	0	1	0	1
Os11g0187700	0	0	0	0	0	0	0	1
Os11g0188100	0	0	0	0	0	0	0	0
Os11g0189600	6	14	5	2	0	3	8	4
Os11g0189900	207	252	101	105	2	0	0	0
Os11g0191300	426	483	486	519	163	236	319	243
Os11g0191400	776	867	1459	1736	524	460	1217	838
Os11g0191500	0	0	0	0	0	0	0	0
Os11g0191800	0	0	0	0	0	0	0	0
Os11g0192400	2	0	0	1	0	0	2	0
Os11g0192500	0	0	0	0	0	0	0	0
Os11g0193300	0	0	0	0	0	0	0	0
Os11g0193800	0	0	0	0	0	0	0	0
Os11g0194100	0	0	0	0	0	0	0	0
Os11g0194050	0	0	0	1	0	0	0	0
Os11g0194000	0	0	0	0	0	13	0	0
Os11g0194200	0	0	0	0	2	0	2	2
Os11g0194400	0	0	0	0	0	0	0	0
Os11g0194600	0	0	0	0	0	0	0	0
Os11g0194800	184	303	162	134	20	135	145	12
Os11g0194900	400	450	274	318	110	170	241	223
Os11g0195000	1	0	0	0	0	0	0	0
Os11g0195100	795	979	707	595	266	369	247	153
Os11g0195200	0	0	0	0	0	0	0	0
Os11g0195500	1615	1683	1454	1322	258	290	666	314
Os11g0195600	7	5	9	12	0	0	0	0
Os11g0195650	0	0	0	0	0	0	0	0
Os11g0195700	8	0	9	6	0	0	0	0
Os11g0195800	3	0	0	0	0	2	0	0
Os11g0197200	26	8	12	20	0	1	4	0
Os11g0197400	403	337	232	311	162	114	200	196
Os11g0197433	0	0	0	0	0	0	0	0
Os11g0197466	0	0	0	0	0	0	0	0
Os11g0197500	8	2	2	0	0	0	0	0
Os11g0197600	618	709	473	473	302	301	178	137
Os11g0197725	0	0	0	0	0	2	0	2
Os11g0197975	0	0	0	0	0	0	0	0
Os11g0198100	144	151	120	149	24	26	47	0
Os11g0198200	1	12	14	13	0	0	0	0
Os11g0198250	0	0	0	0	0	0	0	0
Os11g0198900	0	0	0	1	0	0	0	0
Os11g0198951	0	0	0	0	0	0	0	0
Os11g0199000	0	2	0	0	0	0	0	0
Os11g0199200	6944	7417	3258	3783	4422	4178	3386	2384
Os11g0199600	268	383	310	383	169	205	252	261
Os11g0199700	768	867	671	717	414	302	609	514
Os11g0199801	102	118	112	89	31	30	24	36
Os11g0199900	0	7	0	0	0	0	0	0
Os11g0200000	29	38	21	2	0	0	0	0
Os11g0200600	22	26	6	26	29	28	20	69
Os11g0201000	4	2	2	0	0	0	0	0
Os11g0201400	4	2	2	0	0	0	0	0
Os11g0201175	0	0	0	0	0	0	0	2
Os11g0200950	159	134	149	136	47	99	233	133
Os11g0201124	0	0	0	0	0	0	0	0
Os11g0201299	7	17	5	2	0	0	0	0
Os11g0201329	0	0	0	0	0	0	0	0
Os11g0201360	67	66	43	35	29	28	0	0
Os11g0201441	0	0	0	0	0	0	0	0
Os11g0201540	0	0	0	0	0	0	0	0
Os11g0201900	0	3	1	2	0	0	0	0
Os11g0201933	0	0	0	0	0	0	0	0
Os11g0201966	0	0	0	0	0	0	0	0
Os11g0202000	76	63	43	85	18	46	59	77
Os11g0202100	0	0	0	0	0	0	0	0
Os11g0202200	1	12	10	10	0	2	6	0
Os11g0202300	745	458	379	937	50	31	25	26
Os11g0202350	2	0	0	0	0	0	0	0
Os11g0202400	33	34	30	23	0	14	14	20
Os11g0202450	0	0	0	0	0	0	0	0
Os11g0202500	0	0	0	0	0	0	0	0
Os11g0202600	1	0	0	0	0	0	0	0
Os11g0202900	0	0	0	0	0	0	0	0
Os11g0203400	51	74	45	36	0	0	0	0
Os11g0204100	0	0	0	0	0	0	0	0
Os11g0204500	0	0	0	0	0	0	0	0
Os11g0204600	0	0	0	0	0	0	0	0
Os11g0204800	0	0	0	0	0	0	0	0
Os11g0205200	0	0	0	0	0	0	0	0
Os11g0205500	868	1032	685	700	319	335	620	496
Os11g0205800	164	281	162	150	9	19	2	13
Os11g0205900	120	157	83	70	48	145	154	102
Os11g0206000	0	0	32	13	0	2	0	0
Os11g0206101	0	0	0	0	0	0	0	0
Os11g0206150	28	14	6	19	0	0	0	0
Os11g0206200	1	0	0	0	0	0	0	0
Os11g0206400	17	37	14	7	10	0	0	1
Os11g0206300	0	0	0	0	20	1	0	0
Os11g0206600	46	83	15	36	2	38	6	1
Os11g0206700	1094	1276	854	860	528	459	676	393
Os11g0206850	3	0	13	1	0	0	0	0
Os11g0207000	2339	2633	2226	2574	173	271	325	282
Os11g0207100	2792	2842	2667	3137	240	351	664	561
Os11g0207200	2568	2197	1672	2005	539	1078	1152	727
Os11g0207300	46	36	24	22	3	11	4	0
Os11g0207400	1	14	35	17	14	0	0	2
Os11g0207600	3	13	7	8	0	1	0	0
Os11g0207700	0	0	0	0	0	0	0	0
Os11g0207800	178	165	64	87	43	14	20	72
Os11g0207900	0	0	0	0	0	0	0	0
Os11g0208000	184	253	120	129	16	61	117	5
Os11g0208100	20	24	15	5	21	30	0	0
Os11g0208300	43	53	29	25	23	57	12	5
Os11g0208400	7	30	7	4	7	0	0	0
Os11g0208500	0	0	0	0	0	0	0	0
Os11g0208600	54	63	27	19	0	0	0	0
Os11g0208651	47	41	18	8	2	24	0	7
Os11g0208750	0	0	0	0	0	0	0	0
Os11g0208700	0	0	0	0	0	0	0	0
Os11g0208800	3	6	1	0	0	0	0	0
Os11g0208850	0	0	0	0	0	0	0	0
Os11g0208900	3	7	891	459	17	0	1260	1016
Os11g0209000	0	0	1236	1072	0	0	435	501
Os11g0209050	0	0	2	1	0	2	8	0
Os11g0209100	64	59	7	8	52	0	0	0
Os11g0209200	2	6	5	10	0	0	0	0
Os11g0209300	0	0	0	0	0	0	0	0
Os11g0209400	3	0	0	2	0	0	0	0
Os11g0209450	7	12	5	9	0	0	4	0
Os11g0209502	21	61	26	18	2	0	0	3
Os11g0209550	2	6	0	0	0	0	4	0
Os11g0209600	40	28	17	42	6	0	6	42
Os11g0209700	1241	1248	1114	1283	245	290	699	800
Os11g0209900	0	0	0	0	0	0	2	0
Os11g0210000	18	20	1	7	10	0	0	0
Os11g0210100	0	0	0	0	0	0	0	0
Os11g0210201	21	35	8	39	0	47	150	13
Os11g0210300	1094	1287	285	264	661	551	382	209
Os11g0210500	19	14	16	25	25	0	25	116
Os11g0210600	3000	2842	3907	4381	1031	944	1640	1114
Os11g0210700	0	0	0	0	0	0	0	1
Os11g0211200	7	12	3	0	0	0	0	0
Os11g0211300	0	0	0	0	26	28	0	0
Os11g0211400	0	0	0	0	0	0	0	0
Os11g0211600	0	0	6	16	0	0	0	0
Os11g0211650	0	0	0	0	34	0	0	3
Os11g0211700	36	59	36	35	0	0	0	0
Os11g0211800	0	12	0	0	0	0	0	0
Os11g0212000	0	6	11	30	32	36	16	0
Os11g0212100	97	88	23	16	0	0	0	0
Os11g0212300	89	85	19	22	0	0	7	0
Os11g0212801	0	0	0	0	0	0	0	0
Os11g0212900	4	5	1	0	0	0	0	0
Os11g0213000	3	9	4	7	0	0	2	0
ENSRNA049469734	0	0	0	0	0	0	0	0
Os11g0213500	58	140	55	36	0	38	0	0
Os11g0213600	58	77	45	36	63	45	49	20
Os11g0213700	302	371	144	149	156	268	147	88
Os11g0213733	2	21	1	1	0	0	0	2
Os11g0213800	142	144	57	70	77	98	109	8
Os11g0213900	29	45	31	41	0	0	0	0
Os11g0214001	80	61	58	53	14	55	41	32
Os11g0214100	0	0	0	0	28	2	4	1
Os11g0214400	92	79	49	43	116	298	309	182
Os11g0214700	1	11	5	7	4	0	18	0
Os11g0214900	173	331	411	94	0	7	19	6
Os11g0215100	56	112	43	29	34	33	74	11
Os11g0215300	0	0	0	0	0	0	0	0
Os11g0215400	0	0	0	0	0	0	0	21
Os11g0216000	149	401	80	66	74	71	49	33
Os11g0216100	570	741	536	224	20	21	8	28
ENSRNA049443237	0	0	0	0	0	16	0	0
Os11g0216300	1185	2091	1014	556	907	1058	1100	548
Os11g0216400	679	786	594	420	291	380	413	343
Os11g0216900	1050	1589	1323	1067	1675	1327	2231	1619
Os11g0217300	555	552	361	357	168	42	32	17
Os11g0217500	1511	1836	1419	1588	328	295	520	577
Os11g0218000	354	499	674	484	135	156	189	292
Os11g0218100	90	82	99	93	0	0	0	9
Os11g0218200	0	0	0	0	0	0	12	0
Os11g0218560	0	0	0	0	0	0	0	0
Os11g0218619	0	0	0	0	0	0	0	0
Os11g0218678	0	0	0	0	0	0	0	0
Os11g0218737	0	0	0	0	0	0	0	0
Os11g0219000	942	1015	1050	809	228	369	494	235
Os11g0219400	620	545	233	205	27	39	4	36
Os11g0219750	0	0	0	0	32	0	0	0
Os11g0220100	0	0	3	0	0	0	0	0
Os11g0220300	273	221	306	262	20	8	15	22
Os11g0220400	76	96	64	46	0	38	9	49
Os11g0220500	0	0	0	0	0	0	0	0
Os11g0220550	0	0	0	0	0	0	0	0
Os11g0220600	0	0	0	0	2	8	0	0
Os11g0220700	116	108	94	85	0	103	39	52
Os11g0220800	2218	2980	2548	2211	647	747	1048	550
Os11g0221000	1	0	4	16	0	8	0	0
Os11g0221200	0	0	0	0	0	0	3	0
Os11g0221300	2	0	6	5	0	0	0	0
Os11g0222000	27	17	32	60	0	0	0	0
Os11g0222100	0	0	0	0	0	0	0	0
Os11g0222200	84	116	88	99	26	79	108	98
Os11g0222320	0	0	0	0	0	0	0	0
Os11g0222560	0	0	0	0	0	0	0	0
Os11g0222800	0	0	0	0	3	0	0	0
Os11g0222900	0	0	0	0	7	0	0	1
Os11g0223000	0	0	0	0	0	0	0	0
Os11g0223201	0	0	0	0	4	27	12	5
Os11g0223300	0	0	0	0	0	0	0	0
Os11g0223400	0	0	0	0	0	0	0	0
Os11g0224040	0	0	0	0	0	0	0	0
Os11g0224200	0	0	0	0	0	0	0	0
Os11g0224301	0	0	0	0	0	0	0	0
Os11g0224400	0	0	0	0	0	0	0	0
Os11g0224600	0	0	0	0	0	0	0	0
Os11g0224800	0	0	0	0	0	1	0	0
Os11g0224900	4	2	1	9	0	1	0	16
Os11g0225000	0	2	0	0	0	0	0	0
Os11g0225100	448	391	384	402	469	418	707	455
Os11g0225200	0	0	0	0	0	0	0	0
Os11g0225300	0	0	0	0	10	1	4	0
Os11g0225566	0	0	0	0	0	0	0	0
Os11g0226100	0	0	0	0	0	0	0	0
Os11g0226201	7	0	1	0	0	0	0	0
Os11g0226400	0	0	0	0	0	0	0	0
Os11g0226550	0	0	0	0	0	2	45	0
Os11g0226700	0	0	132	178	0	0	67	74
Os11g0226800	0	0	221	246	0	0	275	220
Os11g0226900	0	0	0	0	0	0	0	0
Os11g0226933	78	127	94	110	20	24	4	45
Os11g0226966	19	28	8	21	25	45	29	47
Os11g0227000	106	136	132	139	0	60	102	97
Os11g0227100	93	98	58	65	91	144	136	71
Os11g0227200	0	0	0	0	0	0	1	0
Os11g0227250	0	0	0	0	0	0	0	0
Os11g0227300	0	0	0	0	0	0	0	0
Os11g0227700	0	0	0	0	0	0	0	0
Os11g0227600	4	3	1	5	0	43	34	25
Os11g0227800	768	893	1032	1020	0	89	40	29
Os11g0228600	0	0	0	0	0	0	0	0
Os11g0228201	0	0	0	0	0	10	37	19
Os11g0228800	0	0	0	0	0	0	0	0
Os11g0229000	0	0	0	0	0	0	0	0
Os11g0229100	0	0	0	0	0	0	0	0
Os11g0229333	5	11	2	9	0	0	0	0
Os11g0229300	0	0	0	0	0	0	0	0
Os11g0229400	217	237	159	175	98	154	235	177
Os11g0229500	0	0	0	0	0	0	2	0
Os11g0229600	0	0	0	0	0	0	0	0
Os11g0229700	361	375	389	439	0	0	0	0
Os11g0230400	14	10	5	2	13	5	0	20
Os11g0230700	0	0	1	0	1	0	2	2
Os11g0231200	0	0	0	0	0	0	0	0
Os11g0231400	0	0	0	0	0	0	0	0
Os11g0231600	0	0	0	1	0	0	0	0
Os11g0231800	0	0	0	0	0	1	0	0
Os11g0232000	0	0	0	0	0	0	0	0
Os11g0232100	168	164	155	145	152	64	80	41
Os11g0232400	0	0	0	0	0	0	0	0
Os11g0233000	0	0	0	0	0	2	2	1
Os11g0233201	0	0	13	15	0	0	16	0
Os11g0233400	13	11	283	269	0	0	0	0
Os11g0233800	13	17	4	9	4	22	0	0
Os11g0234001	0	2	2	0	0	0	0	0
Os11g0234200	40	64	61	54	32	95	8	63
Os11g0235200	131	113	72	120	28	35	4	21
Os11g0235250	0	0	0	0	0	0	0	0
Os11g0235300	1	4	1	3	0	0	0	0
Os11g0235400	4	9	2	7	0	0	0	0
Os11g0235700	0	0	0	0	0	0	2	0
Os11g0235750	0	0	0	0	0	0	0	0
Os11g0236000	95	126	120	110	10	28	48	0
Os11g0236100	4109	4113	3170	3355	574	789	1291	1110
Os11g0236200	685	709	472	547	43	43	168	163
Os11g0236932	0	2	0	0	0	0	0	0
Os11g0237300	0	3	2	0	0	0	0	0
Os11g0237600	253	301	177	207	150	107	143	138
Os11g0237700	1589	1948	1802	1278	207	306	330	404
Os11g0237900	7	2	2	4	0	0	0	0
Os11g0238000	0	0	8	0	0	0	0	0
Os11g0238400	0	0	0	1	0	0	0	0
Os11g0238700	0	0	9	6	7	9	0	0
Os11g0239000	0	0	0	0	0	0	0	2
Os11g0239200	0	0	0	0	21	0	0	1
Os11g0239400	0	0	0	0	0	0	0	0
Os11g0239500	107	74	146	248	2	0	48	54
Os11g0239900	0	0	0	0	0	0	0	0
Os11g0240600	562	345	299	449	0	0	4	17
Os11g0240800	461	463	455	413	0	0	0	0
Os11g0240900	393	529	384	292	170	250	285	317
Os11g0241000	1	5	3	1	0	0	0	0
Os11g0241100	0	0	0	0	0	0	0	0
Os11g0241200	1	0	0	4	0	0	0	0
Os11g0241700	0	0	0	0	0	2	0	0
Os11g0241832	0	0	0	0	0	0	0	0
Os11g0241900	665	860	522	648	87	99	127	110
Os11g0242100	782	902	433	631	334	242	555	279
Os11g0242200	1	0	1	0	14	0	0	0
Os11g0242300	0	0	0	0	0	0	0	0
Os11g0242400	2619	2389	2170	1910	445	393	647	439
Os11g0242500	39	38	31	36	6	0	0	0
Os11g0242600	6	9	9	2	0	0	6	0
Os11g0242700	466	375	285	296	28	13	64	104
Os11g0242800	66140	31307	86370	90555	6745	5274	19803	11831
Os11g0242900	0	0	0	0	0	0	0	0
Os11g0243300	32	27	31	24	0	0	12	4
Os11g0243600	0	0	0	0	0	0	0	0
Os11g0243750	26	27	30	14	17	0	0	0
Os11g0243925	0	0	0	0	0	0	0	0
Os11g0244100	0	0	0	0	0	0	0	0
Os11g0244200	0	0	0	0	0	0	2	0
Os11g0244300	31	25	10	24	8	19	0	0
Os11g0244600	11	7	9	6	21	0	0	7
Os11g0244800	1133	1133	1175	1279	247	129	500	228
Os11g0244900	165	147	140	122	42	11	60	68
Os11g0245100	0	3	3	1	0	0	0	0
Os11g0245200	125	92	101	111	1	0	25	30
Os11g0245400	6	0	7	6	0	2	0	1
Os11g0245466	1	0	2	2	0	0	0	0
Os11g0245500	0	0	2	2	0	13	8	4
Os11g0245650	0	0	0	0	0	0	16	0
Os11g0245800	157	208	123	94	0	0	0	0
Os11g0245900	0	0	0	0	0	0	25	0
Os11g0246100	78	58	92	89	4	0	24	15
Os11g0246133	0	0	0	0	0	0	0	0
Os11g0246166	28	8	9	15	0	0	0	0
Os11g0246200	1	0	0	1	9	34	0	0
Os11g0246300	211	298	388	388	31	0	0	0
Os11g0246600	26	62	28	11	7	5	22	0
Os11g0246900	1916	2170	1642	1575	478	322	480	370
Os11g0246950	0	0	0	0	0	0	0	0
Os11g0247000	35	43	58	76	0	0	10	94
Os11g0247300	3294	2504	1125	1725	67	91	34	14
Os11g0247350	0	0	0	0	0	0	0	0
Os11g0247400	599	776	500	439	353	315	284	193
Os11g0247500	3	2	0	0	0	0	0	0
Os11g0248200	82	74	56	77	1	0	0	0
Os11g0248466	91	97	101	105	10	58	51	51
Os11g0249000	55	124	51	25	138	74	115	92
Os11g0249300	0	0	0	0	0	2	0	0
Os11g0249400	0	0	0	0	0	0	0	0
Os11g0249600	0	0	0	0	0	0	0	0
Os11g0249700	0	0	0	0	0	0	0	0
Os11g0249900	553	465	548	642	282	331	510	382
Os11g0250000	1263	1178	1094	1212	94	236	194	131
Os11g0250100	1	7	2	0	20	4	0	0
Os11g0250400	0	0	0	0	1	0	0	0
Os11g0250600	0	0	0	0	0	0	0	0
Os11g0250900	0	0	0	0	0	0	0	0
Os11g0251200	0	0	0	0	0	0	0	1
Os11g0251250	0	0	0	0	0	0	0	0
Os11g0251400	1	3	0	1	0	0	0	0
Os11g0252400	114	120	80	152	23	24	65	0
Os11g0253100	0	0	0	0	0	0	0	0
Os11g0255200	0	0	0	0	0	0	0	1
Os11g0255300	0	64	0	0	0	0	0	0
Os11g0255500	1	0	0	0	0	0	0	0
Os11g0255800	0	0	0	0	0	0	0	0
Os11g0256000	200	194	228	283	90	158	83	62
Os11g0256050	313	327	327	339	45	50	112	67
Os11g0256100	61	94	72	58	42	12	82	39
Os11g0256200	88	164	120	62	45	46	24	1
Os11g0256300	0	0	0	1	0	0	0	0
Os11g0256400	0	0	0	0	0	0	0	0
Os11g0256600	0	0	0	0	0	0	0	0
Os11g0256900	556	244	592	393	31	83	40	1
Os11g0257700	0	0	0	0	0	0	0	0
Os11g0257800	375	301	471	671	0	0	8	2
Os11g0258400	2	2	3	5	2	1	0	0
Os11g0258500	0	0	0	0	0	0	0	0
Os11g0258700	0	0	0	0	0	0	0	0
Os11g0258900	0	0	0	0	0	0	0	0
Os11g0259700	0	0	0	0	0	0	0	0
Os11g0260100	0	0	4	5	1	0	0	0
Os11g0260200	0	0	0	0	0	0	0	0
Os11g0261300	0	0	0	0	0	0	0	0
Os11g0261500	0	4	3	1	0	0	0	0
Os11g0261600	41	36	125	70	2	1	31	103
Os11g0261900	42	55	23	35	0	0	14	19
Os11g0262200	0	0	0	0	0	0	0	0
Os11g0262500	0	0	0	0	1	27	0	0
Os11g0262600	0	1	76	36	0	0	72	84
Os11g0263000	110	148	29	23	0	3	0	0
Os11g0264000	0	0	0	0	0	0	2	0
Os11g0264200	273	304	302	295	11	71	48	13
Os11g0264300	2058	2006	1648	1750	91	273	342	130
Os11g0264500	165	155	597	1178	0	25	28	169
Os11g0264600	350	474	308	325	86	148	115	135
Os11g0264700	246	266	238	301	97	50	88	10
Os11g0264900	0	0	0	0	0	0	0	0
Os11g0264950	0	0	0	0	0	0	0	0
Os11g0265000	12	8	5	6	0	1	0	0
Os11g0265100	0	0	0	0	0	0	0	0
Os11g0265200	999	945	1070	1036	336	375	329	463
Os11g0265400	1062	1066	904	933	397	308	390	199
Os11g0265500	48	39	66	60	41	0	5	30
Os11g0265600	0	0	0	0	0	0	0	0
Os11g0265650	0	0	0	0	0	0	0	0
Os11g0265800	0	0	0	0	4	2	0	0
Os11g0265850	0	1	0	0	0	0	0	0
Os11g0265900	560	606	580	591	193	151	264	249
Os11g0266000	283	395	316	379	202	75	176	131
Os11g0266500	465	396	390	528	122	179	84	94
Os11g0266800	698	738	712	607	191	216	293	493
Os11g0267000	667	649	889	870	59	23	78	163
Os11g0267100	70	102	39	69	7	21	26	0
Os11g0267300	699	1122	579	277	32	147	79	95
Os11g0267400	6	19	8	7	34	38	45	17
Os11g0268300	0	0	0	0	0	0	11	0
Os11g0269000	0	0	0	0	3	0	0	0
Os11g0269100	0	0	0	0	0	25	0	1
Os11g0269500	0	0	0	0	0	0	0	0
Os11g0269700	0	0	0	0	0	0	0	1
Os11g0269900	0	0	0	0	0	0	0	0
Os11g0270000	0	0	0	0	0	0	0	0
Os11g0270201	0	0	0	2	1	0	0	0
Os11g0270500	0	2	1	4	1	0	0	0
Os11g0270700	13	12	10	10	0	0	0	0
Os11g0270760	0	0	0	0	0	0	0	0
Os11g0271000	22	25	8	4	0	0	0	0
Os11g0271100	122	137	83	108	11	82	89	9
Os11g0271675	0	0	0	0	0	0	0	0
Os11g0272300	0	0	0	0	0	0	0	0
Os11g0272675	0	0	0	0	0	0	0	0
Os11g0272800	0	0	0	0	0	0	0	0
Os11g0272900	0	0	0	0	0	0	0	2
Os11g0274100	0	0	0	0	0	0	0	0
Os11g0274166	89	33	72	118	0	0	0	8
Os11g0274700	0	0	13	43	33	0	2	2
Os11g0275000	39	34	11	34	14	0	0	0
Os11g0275200	27	36	83	394	0	0	2	0
Os11g0275400	603	649	522	669	78	61	63	100
Os11g0275500	138	161	73	105	0	0	0	0
Os11g0275800	0	0	0	0	0	0	0	0
Os11g0275900	0	0	0	0	0	0	0	0
Os11g0276000	110	108	67	88	1	0	16	4
Os11g0276100	0	0	0	0	0	0	0	0
Os11g0276300	362	373	369	396	24	29	41	27
Os11g0278300	0	0	0	0	0	0	0	0
Os11g0278900	0	0	0	0	0	0	0	0
Os11g0279750	0	0	0	0	0	0	0	0
Os11g0280600	0	0	0	0	0	0	0	0
Os11g0282300	580	761	829	1241	79	84	308	155
Os11g0282600	0	0	0	0	0	0	0	0
Os11g0282700	0	0	0	0	0	0	0	0
Os11g0282900	0	0	0	0	0	0	0	0
Os11g0282800	0	0	0	0	0	0	0	0
Os11g0283500	267	287	277	370	268	187	96	78
Os11g0284032	216	189	257	260	0	68	96	53
Os11g0284300	320	231	408	492	31	1	92	139
Os11g0284600	0	0	0	0	0	0	0	0
Os11g0284900	66	61	59	91	18	27	13	24
Os11g0285000	2	1	7	7	1	4	42	4
Os11g0286500	0	0	0	0	1	2	6	1
Os11g0286400	0	0	0	0	0	0	0	0
Os11g0286800	1	2	2	21	17	17	20	6
Os11g0287000	0	0	0	0	0	0	0	0
Os11g0287100	0	0	0	0	0	0	0	0
Os11g0289700	0	0	0	11	0	0	31	0
Os11g0290600	0	0	0	0	0	0	0	0
Os11g0291000	0	0	0	0	0	0	0	0
Os11g0291201	0	0	0	0	0	0	0	0
Os11g0291475	2	0	1	5	15	0	45	0
